model,mode,gate,arm,case,sgroup,D,outcome,p0,extra
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,15,copper,7334003,WRONG_DISTRACTOR,0.8172,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,15,copper,7334003,WRONG_DISTRACTOR,0.7982,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,15,copper,7334003,WRONG_DISTRACTOR,0.804,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,15,copper,7334003,WRONG_DISTRACTOR,0.8086,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,16,green,7388902,WRONG_DISTRACTOR,0.7817,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,16,green,7388902,OTHER,0.7766,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,16,green,7388902,WRONG_DISTRACTOR,0.797,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,16,green,7388902,WRONG_DISTRACTOR,0.7198,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,17,crimson,1159943,CORRECT,0.7934,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,17,crimson,1159943,OTHER,0.7742,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,17,crimson,1159943,CORRECT,0.7837,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,17,crimson,1159943,WRONG_DISTRACTOR,0.7708,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,18,white,8070402,WRONG_DISTRACTOR,0.7698,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,18,white,8070402,WRONG_DISTRACTOR,0.786,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,18,white,8070402,WRONG_DISTRACTOR,0.8002,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,18,white,8070402,WRONG_DISTRACTOR,0.7886,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,19,black,8977885,WRONG_DISTRACTOR,0.7821,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,19,black,8977885,WRONG_DISTRACTOR,0.7894,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,19,black,8977885,WRONG_DISTRACTOR,0.7753,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,19,black,8977885,WRONG_DISTRACTOR,0.7555,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,20,maroon,1920912,WRONG_DISTRACTOR,0.8391,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,20,maroon,1920912,WRONG_DISTRACTOR,0.8389,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,20,maroon,1920912,WRONG_DISTRACTOR,0.8326,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,20,maroon,1920912,WRONG_DISTRACTOR,0.8486,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,21,olive,6261778,WRONG_DISTRACTOR,0.7904,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,21,olive,6261778,WRONG_DISTRACTOR,0.8241,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,21,olive,6261778,WRONG_DISTRACTOR,0.7955,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,21,olive,6261778,WRONG_DISTRACTOR,0.7906,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,22,black,4767327,CORRECT,0.7822,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,22,black,4767327,OTHER,0.7953,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,22,black,4767327,CORRECT,0.7934,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,22,black,4767327,WRONG_DISTRACTOR,0.7622,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,23,indigo,9899117,WRONG_DISTRACTOR,0.7496,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,23,indigo,9899117,CORRECT,0.725,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,23,indigo,9899117,WRONG_DISTRACTOR,0.7791,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,23,indigo,9899117,WRONG_DISTRACTOR,0.764,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,24,ivory,1948731,WRONG_DISTRACTOR,0.8341,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,24,ivory,1948731,CORRECT,0.8404,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,24,ivory,1948731,WRONG_DISTRACTOR,0.8384,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,24,ivory,1948731,WRONG_DISTRACTOR,0.8113,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,25,grey,8827166,WRONG_DISTRACTOR,0.7556,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,25,grey,8827166,WRONG_DISTRACTOR,0.7559,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,25,grey,8827166,WRONG_DISTRACTOR,0.7506,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,25,grey,8827166,WRONG_DISTRACTOR,0.7389,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,26,green,2451349,CORRECT,0.8013,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,26,green,2451349,CORRECT,0.8025,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,26,green,2451349,CORRECT,0.798,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,26,green,2451349,WRONG_DISTRACTOR,0.7598,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,27,grey,1348652,WRONG_DISTRACTOR,0.754,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,27,grey,1348652,OTHER,0.792,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,27,grey,1348652,CORRECT,0.7698,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,27,grey,1348652,WRONG_DISTRACTOR,0.7593,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,28,maroon,1303623,WRONG_DISTRACTOR,0.7851,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,28,maroon,1303623,OTHER,0.8423,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,28,maroon,1303623,WRONG_DISTRACTOR,0.8022,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,28,maroon,1303623,WRONG_DISTRACTOR,0.7596,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,29,crimson,7653391,WRONG_DISTRACTOR,0.7896,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,29,crimson,7653391,OTHER,0.7666,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,29,crimson,7653391,WRONG_DISTRACTOR,0.7759,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,29,crimson,7653391,WRONG_DISTRACTOR,0.7852,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,30,violet,5697356,WRONG_DISTRACTOR,0.7574,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,30,violet,5697356,OTHER,0.7512,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,30,violet,5697356,WRONG_DISTRACTOR,0.7286,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,30,violet,5697356,WRONG_DISTRACTOR,0.7733,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,31,black,7216407,CORRECT,0.8051,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,31,black,7216407,WRONG_DISTRACTOR,0.8175,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,31,black,7216407,CORRECT,0.7885,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,31,black,7216407,WRONG_DISTRACTOR,0.8071,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,32,maroon,7065828,WRONG_DISTRACTOR,0.7495,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,32,maroon,7065828,WRONG_DISTRACTOR,0.7931,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,32,maroon,7065828,WRONG_DISTRACTOR,0.7331,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,32,maroon,7065828,WRONG_DISTRACTOR,0.7597,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,33,black,5805715,WRONG_DISTRACTOR,0.7827,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,33,black,5805715,WRONG_DISTRACTOR,0.7839,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,33,black,5805715,WRONG_DISTRACTOR,0.7791,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,33,black,5805715,WRONG_DISTRACTOR,0.7661,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,34,scarlet,5713498,WRONG_DISTRACTOR,0.8004,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,34,scarlet,5713498,WRONG_DISTRACTOR,0.8133,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,34,scarlet,5713498,WRONG_DISTRACTOR,0.8171,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,34,scarlet,5713498,WRONG_DISTRACTOR,0.8084,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,35,scarlet,3146044,CORRECT,0.7451,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,35,scarlet,3146044,CORRECT,0.7801,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,35,scarlet,3146044,WRONG_DISTRACTOR,0.7475,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,35,scarlet,3146044,WRONG_DISTRACTOR,0.7955,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,36,indigo,5772917,WRONG_DISTRACTOR,0.854,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,36,indigo,5772917,WRONG_DISTRACTOR,0.8453,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,36,indigo,5772917,WRONG_DISTRACTOR,0.8612,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,36,indigo,5772917,WRONG_DISTRACTOR,0.7566,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,37,ivory,6151849,WRONG_DISTRACTOR,0.8658,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,37,ivory,6151849,WRONG_DISTRACTOR,0.8716,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,37,ivory,6151849,WRONG_DISTRACTOR,0.8711,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,37,ivory,6151849,WRONG_DISTRACTOR,0.8588,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,38,bronze,1743312,WRONG_DISTRACTOR,0.8396,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,38,bronze,1743312,CORRECT,0.8389,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,38,bronze,1743312,WRONG_DISTRACTOR,0.8388,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,38,bronze,1743312,WRONG_DISTRACTOR,0.831,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,39,white,1067738,CORRECT,0.8555,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,39,white,1067738,CORRECT,0.8515,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,39,white,1067738,CORRECT,0.857,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,39,white,1067738,WRONG_DISTRACTOR,0.8461,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,40,scarlet,2439594,WRONG_DISTRACTOR,0.7346,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,40,scarlet,2439594,WRONG_DISTRACTOR,0.7414,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,40,scarlet,2439594,WRONG_DISTRACTOR,0.7374,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,40,scarlet,2439594,WRONG_DISTRACTOR,0.7977,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,41,grey,4162380,CORRECT,0.8121,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,41,grey,4162380,WRONG_DISTRACTOR,0.8041,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,41,grey,4162380,CORRECT,0.8623,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,41,grey,4162380,WRONG_DISTRACTOR,0.8273,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,42,bronze,7645954,CORRECT,0.8534,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,42,bronze,7645954,CORRECT,0.8606,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,42,bronze,7645954,WRONG_DISTRACTOR,0.8504,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,42,bronze,7645954,WRONG_DISTRACTOR,0.7796,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,43,white,2618759,CORRECT,0.8508,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,43,white,2618759,WRONG_DISTRACTOR,0.8569,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,43,white,2618759,CORRECT,0.8531,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,43,white,2618759,WRONG_DISTRACTOR,0.8349,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,44,grey,1066539,CORRECT,0.7708,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,44,grey,1066539,CORRECT,0.7418,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,44,grey,1066539,CORRECT,0.7784,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,44,grey,1066539,WRONG_DISTRACTOR,0.7888,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,45,teal,4795090,WRONG_DISTRACTOR,0.7692,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,45,teal,4795090,WRONG_DISTRACTOR,0.7644,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,45,teal,4795090,WRONG_DISTRACTOR,0.7784,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,45,teal,4795090,WRONG_DISTRACTOR,0.759,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,46,navy,1349608,WRONG_DISTRACTOR,0.854,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,46,navy,1349608,WRONG_DISTRACTOR,0.8199,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,46,navy,1349608,WRONG_DISTRACTOR,0.8582,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,46,navy,1349608,WRONG_DISTRACTOR,0.8591,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,47,black,3634599,WRONG_DISTRACTOR,0.8073,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,47,black,3634599,WRONG_DISTRACTOR,0.8155,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,47,black,3634599,WRONG_DISTRACTOR,0.8175,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,47,black,3634599,WRONG_DISTRACTOR,0.8256,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,48,violet,9455034,WRONG_DISTRACTOR,0.7744,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,48,violet,9455034,WRONG_DISTRACTOR,0.7857,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,48,violet,9455034,WRONG_DISTRACTOR,0.7697,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,48,violet,9455034,WRONG_DISTRACTOR,0.7777,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,49,scarlet,6012756,WRONG_DISTRACTOR,0.7844,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,49,scarlet,6012756,OTHER,0.8148,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,49,scarlet,6012756,WRONG_DISTRACTOR,0.7875,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,49,scarlet,6012756,WRONG_DISTRACTOR,0.7712,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,50,amber,5248831,WRONG_DISTRACTOR,0.7799,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,50,amber,5248831,WRONG_DISTRACTOR,0.7648,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,50,amber,5248831,WRONG_DISTRACTOR,0.7882,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,50,amber,5248831,WRONG_DISTRACTOR,0.7778,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,51,red,1659098,WRONG_DISTRACTOR,0.7534,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,51,red,1659098,WRONG_DISTRACTOR,0.7678,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,51,red,1659098,WRONG_DISTRACTOR,0.7944,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,51,red,1659098,WRONG_DISTRACTOR,0.7432,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,52,scarlet,4654188,WRONG_DISTRACTOR,0.7861,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,52,scarlet,4654188,CORRECT,0.7415,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,52,scarlet,4654188,WRONG_DISTRACTOR,0.7898,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,52,scarlet,4654188,WRONG_DISTRACTOR,0.8232,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,53,blue,7515983,CORRECT,0.7652,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,53,blue,7515983,WRONG_DISTRACTOR,0.7698,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,53,blue,7515983,CORRECT,0.7705,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,53,blue,7515983,WRONG_DISTRACTOR,0.7659,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,54,navy,1495937,CORRECT,0.8463,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,54,navy,1495937,CORRECT,0.8605,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,54,navy,1495937,CORRECT,0.8444,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,54,navy,1495937,WRONG_DISTRACTOR,0.8125,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,55,ivory,4195089,CORRECT,0.7614,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,55,ivory,4195089,WRONG_DISTRACTOR,0.7769,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,55,ivory,4195089,CORRECT,0.768,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,55,ivory,4195089,WRONG_DISTRACTOR,0.7113,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,56,ivory,5476179,CORRECT,0.763,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,56,ivory,5476179,CORRECT,0.7843,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,56,ivory,5476179,CORRECT,0.7718,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,56,ivory,5476179,WRONG_DISTRACTOR,0.7356,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,57,ivory,7492530,WRONG_DISTRACTOR,0.8109,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,57,ivory,7492530,WRONG_DISTRACTOR,0.7883,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,57,ivory,7492530,WRONG_DISTRACTOR,0.8127,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,57,ivory,7492530,WRONG_DISTRACTOR,0.7939,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,58,navy,5893206,WRONG_DISTRACTOR,0.8388,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,58,navy,5893206,CORRECT,0.8283,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,58,navy,5893206,WRONG_DISTRACTOR,0.8609,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,58,navy,5893206,WRONG_DISTRACTOR,0.7983,
meta-llama/Llama-3.2-3B,implicit,gate0,baseline,59,bronze,4714574,WRONG_DISTRACTOR,0.776,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_AB,59,bronze,4714574,WRONG_DISTRACTOR,0.8023,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_BC,59,bronze,4714574,WRONG_DISTRACTOR,0.7753,
meta-llama/Llama-3.2-3B,implicit,gate0,abl_CD,59,bronze,4714574,WRONG_DISTRACTOR,0.8217,
meta-llama/Llama-3.2-3B,implicit,gate1,baseline,0,scarlet,3099490,CORRECT,0.796,
meta-llama/Llama-3.2-3B,implicit,gate1,D1_deliverD,0,scarlet,3099490,CORRECT,0.8685,
meta-llama/Llama-3.2-3B,implicit,gate1,D2_trueB,0,scarlet,3099490,CORRECT,0.812,
